1	7.512	1
2	7.502	1
3	7.461	1
4	7.562	1
5	7.528	1
6	7.459	1
7	7.518	1
8	7.537	1
9	7.517	1
10	7.605	1
11	7.567	1
12	7.551	1
13	7.486	1
14	7.528	1
15	7.525	1
16	7.581	1
17	7.497	1
18	7.548	1
19	7.553	1
20	7.544	1
21	7.468	1
22	7.539	1
23	7.537	1
24	7.554	1
25	7.455	1
26	7.459	1
27	7.534	1
28	7.467	1
29	7.504	1
30	7.508	1
31	7.492	1
32	7.466	1
33	7.477	1
34	7.504	1
35	7.517	1
36	7.506	1
37	7.543	1
38	7.524	1
39	7.543	1
40	7.505	1
41	7.504	1
42	7.574	1
43	7.548	1
44	7.527	1
45	7.535	1
46	7.537	1
47	7.55	1
48	7.49	1
49	7.487	1
50	7.464	1
51	7.514	1
52	7.504	1
53	7.49	1
54	7.514	1
55	7.474	1
56	7.512	1
57	7.492	1
58	7.486	1
59	7.565	1
60	7.58	1
61	7.561	1
62	7.511	1
63	7.51	1
64	7.482	1
65	7.502	1
66	7.54	1
67	7.553	1
68	7.554	1
69	7.513	1
70	7.536	1
71	7.536	1
72	7.543	1
73	7.594	1
74	7.571	1
75	7.51	1
76	7.542	1
77	7.548	1
78	7.531	1
79	7.509	1
80	7.535	1
81	7.547	1
82	7.549	1
83	7.512	1
84	7.554	1
85	7.489	1
86	7.553	1
87	7.515	1
88	7.531	1
89	7.538	1
90	7.453	1
91	7.493	1
92	7.537	1
93	7.485	1
94	7.5	1
95	7.478	1
96	7.545	1
97	7.506	1
98	7.566	1
99	7.595	1
100	7.567	1
101	7.521	1
102	7.521	1
103	7.538	1
104	7.531	1
105	7.506	1
106	7.484	1
107	7.505	1
108	7.535	1
109	7.517	1
110	7.53	1
111	7.514	1
112	7.526	1
113	7.457	1
114	7.485	1
115	7.52	1
116	7.498	1
117	7.49	1
118	7.581	1
119	7.486	1
120	7.543	1
121	7.481	1
122	7.491	1
123	7.572	1
124	7.499	1
125	7.531	1
126	7.523	1
127	7.562	1
128	7.631	1
129	7.518	1
130	7.518	1
131	7.551	1
132	7.565	1
133	7.557	1
134	7.526	1
135	7.498	1
136	7.544	1
137	7.552	1
138	7.566	1
139	7.487	1
140	7.54	1
141	7.47	1
142	7.497	1
143	7.579	1
144	7.523	1
145	7.485	1
146	7.612	1
147	7.545	1
148	7.539	1
149	7.471	1
150	7.468	1
151	7.482	1
152	7.504	1
153	7.578	1
154	7.547	1
155	7.493	1
156	7.477	1
157	7.46	1
158	7.501	1
159	7.566	1
160	7.501	1
161	7.506	1
162	7.501	1
163	7.504	1
164	7.429	1
165	7.56	1
166	7.541	1
167	7.566	1
168	7.492	1
169	7.563	1
170	7.532	1
171	7.478	1
172	7.526	1
173	7.507	1
174	7.477	1
175	7.508	1
176	7.523	1
177	7.488	1
178	7.451	1
179	7.53	1
180	7.514	1
181	7.518	1
182	7.535	1
183	7.546	1
184	7.517	1
185	7.567	1
186	7.501	1
187	7.442	1
188	7.512	1
189	7.499	1
190	7.499	1
191	7.473	1
192	7.563	1
193	7.496	1
194	7.488	1
195	7.555	1
196	7.548	1
197	7.515	1
198	7.51	1
199	7.534	1
200	7.535	1
201	7.545	1
202	7.492	1
203	7.494	1
204	7.551	1
205	7.51	1
206	7.483	1
207	7.52	1
208	7.441	1
209	7.519	1
210	7.537	1
211	7.536	1
212	7.531	1
213	7.483	1
214	7.514	1
215	7.551	1
216	7.566	1
217	7.495	1
218	7.537	1
219	7.528	1
220	7.475	1
221	7.481	1
222	7.568	1
223	7.581	1
224	7.478	1
225	7.505	1
226	7.505	1
227	7.519	1
228	7.578	1
229	7.515	1
230	7.492	1
231	7.476	1
232	7.49	1
233	7.492	1
234	7.475	1
235	7.478	1
236	7.501	1
237	7.578	1
238	7.494	1
239	7.52	1
240	7.497	1
241	7.49	1
242	7.516	1
243	7.525	1
244	7.563	1
245	7.542	1
246	7.561	1
247	7.512	1
248	7.507	1
249	7.57	1
250	7.526	1
251	7.531	2
252	7.567	2
253	7.513	2
254	7.563	2
255	7.502	2
256	7.579	2
257	7.548	2
258	7.498	2
259	7.517	2
260	7.555	2
261	7.542	2
262	7.537	2
263	7.567	2
264	7.523	2
265	7.487	2
266	7.524	2
267	7.515	2
268	7.505	2
269	7.531	2
270	7.513	2
271	7.493	2
272	7.494	2
273	7.4	2
274	7.529	2
275	7.544	2
276	7.472	2
277	7.52	2
278	7.567	2
279	7.557	2
280	7.525	2
281	7.573	2
282	7.53	2
283	7.533	2
284	7.52	2
285	7.507	2
286	7.592	2
287	7.537	2
288	7.504	2
289	7.513	2
290	7.502	2
291	7.541	2
292	7.526	2
293	7.524	2
294	7.481	2
295	7.542	2
296	7.536	2
297	7.505	2
298	7.575	2
299	7.598	2
300	7.565	2
301	7.394	2
302	7.537	2
303	7.498	2
304	7.484	2
305	7.502	2
306	7.495	2
307	7.559	2
308	7.554	2
309	7.479	2
310	7.589	2
311	7.484	2
312	7.484	2
313	7.569	2
314	7.537	2
315	7.47	2
316	7.521	2
317	7.534	2
318	7.546	2
319	7.574	2
320	7.53	2
321	7.504	2
322	7.567	2
323	7.541	2
324	7.504	2
325	7.514	2
326	7.504	2
327	7.517	2
328	7.525	2
329	7.566	2
330	7.555	2
331	7.457	2
332	7.491	2
333	7.463	2
334	7.489	2
335	7.474	2
336	7.56	2
337	7.557	2
338	7.525	2
339	7.568	2
340	7.513	2
341	7.524	2
342	7.532	2
343	7.479	2
344	7.531	2
345	7.554	2
346	7.568	2
347	7.561	2
348	7.555	2
349	7.553	2
350	7.484	2
351	7.494	2
352	7.508	2
353	7.458	2
354	7.488	2
355	7.447	2
356	7.499	2
357	7.455	2
358	7.485	2
359	7.545	2
360	7.576	2
361	7.493	2
362	7.498	2
363	7.475	2
364	7.497	2
365	7.49	2
366	7.608	2
367	7.481	2
368	7.525	2
369	7.556	2
370	7.528	2
371	7.532	2
372	7.5	2
373	7.585	2
374	7.494	2
375	7.5	2
376	7.536	2
377	7.475	2
378	7.56	2
379	7.529	2
380	7.521	2
381	7.521	2
382	7.477	2
