This file was generated on Sept 19
Sampling rate: 50 [Hz]
,t,values
0,0.0,1.8569642210500485
1,0.02,2.568108176356596
2,0.04,2.674217046577967
3,0.06,4.564927970930203
4,0.08,5.913103051298613
5,0.1,5.15170281715415
6,0.12,6.063038970749105
7,0.14,4.886977588938148
8,0.16,5.161756140803488
9,0.18,2.846880431840649
10,0.2,2.6913084425737086
11,0.22,1.2533237303474944
12,0.24,-1.6590126357311608
13,0.26,-1.811686440772174
14,0.28,-2.944136229651484
15,0.3,-4.907141159296154
16,0.32,-3.947500780515574
17,0.34,-7.069406191477455
18,0.36,-5.269135303803343
19,0.38,-5.805512423422209
20,0.4,-4.646297955613165
21,0.42,-5.463321932575306
22,0.44,-2.729786756325082
23,0.46,-0.594534216447111
24,0.48,-0.1303791240856735
25,0.5,2.1307314675728053
26,0.52,3.8656875054651234
27,0.54,3.0679990066175145
28,0.56,5.091933144490194
29,0.58,4.106871436475421
30,0.6,3.9147763995218625
31,0.62,4.881410989186657
32,0.64,4.379831502723147
33,0.66,5.005235097328329
34,0.68,2.7672133685961304
35,0.7000000000000001,1.7810963764996217
36,0.72,-0.1353638129151784
37,0.74,-0.4571483795380937
38,0.76,-1.7885147230369856
39,0.78,-2.654153811949953
40,0.8,-2.619631102845722
41,0.8200000000000001,-4.429005171235392
42,0.84,-5.68008245043373
43,0.86,-4.205266759538404
44,0.88,-4.384925330715845
45,0.9,-4.490435246994355
46,0.92,-3.9771276306069527
47,0.9400000000000001,-3.4798901002212945
48,0.96,-1.6217301066305652
49,0.98,0.32994087279328116
50,1.0,1.3614376387409033
51,1.02,2.345785924397888
52,1.04,3.971860926116581
53,1.06,4.38218588707572
54,1.08,3.627293193222174
55,1.1,6.02731773844121
56,1.12,4.561550964541579
57,1.1400000000000001,3.967384281319767
58,1.16,3.302560242419937
59,1.18,2.629298575752619
60,1.2,3.500587358779817
61,1.22,-1.5422130182171352
62,1.24,0.305516629609887
63,1.26,-2.7784297203816934
64,1.28,-1.6907435044520636
65,1.3,-3.7466793456172427
66,1.32,-5.299575622296273
67,1.34,-4.586740598208392
68,1.36,-6.422764467494845
69,1.3800000000000001,-3.1897243914783813
70,1.4000000000000001,-3.8455966135303705
71,1.42,-4.068376577666878
72,1.44,-1.634095492220925
73,1.46,0.2931431880565165
74,1.48,-0.16416972095663607
75,1.5,-0.012972763504692786
76,1.52,1.3965276619840459
77,1.54,4.170789625521245
78,1.56,3.8459521016113865
79,1.58,4.147267892623836
80,1.6,5.627419053598205
81,1.62,4.808220290530465
82,1.6400000000000001,3.003445936913332
83,1.6600000000000001,4.0111113772911775
84,1.68,2.4277216170086335
85,1.7,1.1406779877514637
86,1.72,2.377957222108556
87,1.74,-1.1257719905870205
88,1.76,-2.4835796103705268
89,1.78,-3.035136382526004
90,1.8,-3.601477032654834
91,1.82,-4.116314702332771
92,1.84,-4.2299707470548285
93,1.86,-4.61718552118839
94,1.8800000000000001,-5.0981631559406555
95,1.9000000000000001,-4.7292572748181945
96,1.92,-3.9299939846887817
97,1.94,-1.6804406336439413
98,1.96,-1.816228998086816
99,1.98,0.2833560228169636
100,2.0,1.591734208691596
101,2.02,3.146893579212568
102,2.04,2.960345000402998
103,2.06,4.095993936363208
104,2.08,4.338858723261649
105,2.1,3.8427904868993554
106,2.12,3.62015296121805
107,2.14,5.709549427375721
108,2.16,4.444224409497598
109,2.18,3.0752931183627257
110,2.2,2.194636419859717
111,2.22,1.5408085583949354
112,2.24,0.09984853408692296
113,2.2600000000000002,-1.4703663023325706
114,2.2800000000000002,-3.7480836525516983
115,2.3000000000000003,-2.4152774396670798
116,2.32,-3.364885937964824
117,2.34,-3.3396628715998156
118,2.36,-4.885583060136271
119,2.38,-4.9755686409409785
120,2.4,-3.913374221119429
121,2.42,-3.4307276332435004
122,2.44,-1.761711764871666
123,2.46,-0.7208717821092803
124,2.48,0.1771993637001009
125,2.5,1.696518179095547
126,2.52,3.2135457587546026
127,2.54,3.5479564765688467
128,2.56,3.611437098296065
129,2.58,4.666815300280874
130,2.6,4.7039352489547
131,2.62,4.28535075944048
132,2.64,4.968672947174215
133,2.66,3.900493702543752
134,2.68,4.144642558833509
135,2.7,2.3584312281531195
136,2.72,-0.2651539267150189
137,2.74,-0.7733478305898343
138,2.7600000000000002,-1.6762662463086042
139,2.7800000000000002,-1.9478797383822635
140,2.8000000000000003,-3.0685821723844326
141,2.82,-5.023934113367312
142,2.84,-5.026293198095074
143,2.86,-4.6462030198597155
144,2.88,-3.268000654557886
145,2.9,-5.581395541104964
146,2.92,-2.219758046425547
147,2.94,-2.174873241768526
148,2.96,-1.8888162485158886
149,2.98,0.38378648586643627
150,3.0,1.8289658725680265
151,3.02,2.98506113240865
152,3.04,4.950167742627708
153,3.06,3.774809692918575
154,3.08,5.886743149263314
155,3.1,5.640667412272682
156,3.12,5.854836672455729
157,3.14,4.435158818241586
158,3.16,3.7439725746258943
159,3.18,2.1482085998122584
160,3.2,2.4662346697245074
161,3.22,0.16530288718303787
162,3.24,-2.1229880018883884
163,3.2600000000000002,-1.2847496108225007
164,3.2800000000000002,-2.3893880573313524
165,3.3000000000000003,-4.437153515762238
166,3.3200000000000003,-4.84619090586223
167,3.34,-4.996364869493189
168,3.36,-5.857224357102219
169,3.38,-3.8377386034996905
170,3.4,-4.557144824941908
171,3.42,-5.801092808602101
172,3.44,-2.7630827776348976
173,3.46,-1.3650760754960636
174,3.48,-1.4720337994707153
175,3.5,-0.9638019080750071
176,3.52,2.2970558429200496
177,3.54,3.748267790883026
178,3.56,2.3854957538649684
179,3.58,3.9983870288152827
180,3.6,2.94254581989228
181,3.62,5.597916060897006
182,3.64,4.6772693444528315
183,3.66,3.1845486184209597
184,3.68,3.0117108888737567
185,3.7,1.924178875265438
186,3.72,0.9479777277851114
187,3.74,0.11052625098762303
188,3.7600000000000002,-1.107581066814889
189,3.7800000000000002,-3.880471230888887
190,3.8000000000000003,-5.129869699262972
191,3.8200000000000003,-4.828928140902985
192,3.84,-4.483150625293103
193,3.86,-6.625892277687087
194,3.88,-3.7703934974300752
195,3.9,-3.2228109010130828
196,3.92,-4.459384752654266
197,3.94,-2.00540777193426
198,3.96,-0.9432277130274456
199,3.98,-0.444027652560118
